"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"4102",513,6,1,4102,50,0,3,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12102",513,6,2,4102,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4103",513,7,1,4103,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12103",513,7,2,4103,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4104",513,8,1,4104,100,500,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12104",513,8,2,4104,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4105",514,1,1,4105,100,100,3,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12105",514,1,2,4105,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4106",514,2,1,4106,300,200,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12106",514,2,2,4106,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4107",514,3,1,4107,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12107",514,3,2,4107,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4108",514,4,1,4108,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12108",514,4,2,4108,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4109",514,5,1,4109,500,0,3,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12109",514,5,2,4109,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4110",514,6,1,4110,500,100,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12110",514,6,2,4110,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4111",514,7,1,4111,500,500,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12111",514,7,2,4111,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4112",514,8,1,4112,300,0,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12112",514,8,2,4112,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4113",515,1,1,4113,500,50,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12113",515,1,2,4113,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4114",515,2,1,4114,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12114",515,2,2,4114,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4115",515,3,1,4115,0,0,10,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12115",515,3,2,4115,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4116",515,4,1,4116,1000,300,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12116",515,4,2,4116,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4117",515,5,1,4117,500,0,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12117",515,5,2,4117,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4118",515,6,1,4118,300,100,1,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12118",515,6,2,4118,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4119",515,7,1,4119,100,1000,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"12119",515,7,2,4119,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4120",515,8,1,4120,1000,1000,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12120",515,8,2,4120,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4121",516,1,1,4121,0,1000,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12121",516,1,2,4121,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4122",516,2,1,4122,50,0,10,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12122",516,2,2,4122,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4123",516,3,1,4123,50,200,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12123",516,3,2,4123,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4124",516,4,1,4124,1000,0,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12124",516,4,2,4124,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4125",516,5,1,4125,100,0,10,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12125",516,5,2,4125,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4126",516,6,1,4126,1000,100,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"12126",516,6,2,4126,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4127",516,7,1,4127,200,50,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12127",516,7,2,4127,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4128",516,8,1,4128,1000,200,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"12128",516,8,2,4128,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4129",517,1,1,4129,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12129",517,1,2,4129,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4130",517,2,1,4130,50,200,1,1,0,0,0,0,"$50 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12130",517,2,2,4130,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4131",517,3,1,4131,50,0,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12131",517,3,2,4131,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4132",517,4,1,4132,50,300,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12132",517,4,2,4132,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4133",517,5,1,4133,200,100,3,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12133",517,5,2,4133,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4134",517,6,1,4134,100,1000,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12134",517,6,2,4134,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4135",517,7,1,4135,1000,0,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12135",517,7,2,4135,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4136",517,8,1,4136,100,300,0,1,0,0,0,0,"$100 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"12136",517,8,2,4136,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4137",518,1,1,4137,50,0,10,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12137",518,1,2,4137,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4138",518,2,1,4138,300,50,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"12138",518,2,2,4138,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4139",518,3,1,4139,100,1000,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"12139",518,3,2,4139,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4140",518,4,1,4140,200,0,1,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12140",518,4,2,4140,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4141",518,5,1,4141,50,1000,10,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12141",518,5,2,4141,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4142",518,6,1,4142,50,200,10,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12142",518,6,2,4142,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4143",518,7,1,4143,0,0,0,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12143",518,7,2,4143,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4144",518,8,1,4144,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12144",518,8,2,4144,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4145",519,1,1,4145,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"12145",519,1,2,4145,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4146",519,2,1,4146,0,1000,0,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"12146",519,2,2,4146,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4147",519,3,1,4147,1000,50,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"12147",519,3,2,4147,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4148",519,4,1,4148,100,200,0,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"12148",519,4,2,4148,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4149",519,5,1,4149,50,500,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"12149",519,5,2,4149,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4150",519,6,1,4150,100,500,1,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12150",519,6,2,4150,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4151",519,7,1,4151,100,0,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"12151",519,7,2,4151,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"4152",519,8,1,4152,0,0,0,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"12152",519,8,2,4152,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
